symbol,priceChange,priceChangePercent,weightedAvgPrice,prevClosePrice,lastPrice,lastQty,bidPrice,bidQty,askPrice,askQty,openPrice,highPrice,lowPrice,volume,quoteVolume,openTime,closeTime,firstId,lastId,count
NULSBUSD,0.00200000,1.133,0.17808615,0.17710000,0.17850000,65.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.17650000,0.17990000,0.17580000,24401.00000000,4345.48020000,1694667613243,1694754013243,2177908,2177988,81
SPELLBTC,0.00000000,0.000,0.00000000,0.00000012,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570964538,1689657364538,-1,-1,0
SPELLUSDT,-0.00001130,-2.236,0.00049570,0.00050480,0.00049410,17372.00000000,0.00049370,1336517.00000000,0.00049400,298346.00000000,0.00050540,0.00051000,0.00048900,3311932709.00000000,1641741.54100380,1695814510164,1695900910164,17569405,17582035,12631
SPELLBUSD,-0.00000160,-0.401,0.00039631,0.00039700,0.00039730,92846.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00039890,0.00040170,0.00039010,32611074.00000000,12923.96415520,1692846023772,1692932423772,3588888,3589085,198
USTBTC,0.00000000,0.000,0.00000000,0.00002476,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570964538,1689657364538,-1,-1,0
USTBUSD,0.00000000,0.000,0.00000000,0.06762946,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570964538,1689657364538,-1,-1,0
USTUSDT,0.00000000,0.000,0.00000000,0.24577900,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570964538,1689657364538,-1,-1,0
JOEBTC,0.00000016,1.764,0.00000907,0.00000911,0.00000923,10.84000000,0.00000914,413.06000000,0.00000919,4676.98000000,0.00000907,0.00000923,0.00000899,21374.38000000,0.19387991,1695814506355,1695900906355,1517593,1517783,191
JOEBUSD,0.00000000,0.000,0.23918512,0.24270000,0.24300000,947.98000000,0.24220000,412.88000000,0.24260000,1826.56000000,0.24300000,0.24350000,0.23590000,118637.55000000,28376.33699500,1695814498285,1695900898285,3438035,3438315,281
JOEUSDT,-0.00050000,-0.206,0.24030122,0.24280000,0.24260000,103.84000000,0.24260000,2561.01000000,0.24270000,5205.73000000,0.24310000,0.24440000,0.23560000,3825162.42000000,919191.18601000,1695814505468,1695900905468,12626758,12634495,7738
ATOMETH,-0.00000100,-0.023,0.00435341,0.00434800,0.00434100,3.60000000,0.00434300,14.13800000,0.00434900,45.80100000,0.00434200,0.00440000,0.00432000,8304.16000000,36.15141189,1695814512813,1695900912813,1199947,1200674,728
DUSKBUSD,0.00210000,1.796,0.11740101,0.11680000,0.11900000,1090.00000000,0.11890000,948.00000000,0.11910000,1089.00000000,0.11690000,0.12080000,0.11480000,803237.00000000,94300.83440000,1695814462967,1695900862967,2806219,2807808,1590
EGLDETH,-0.00011000,-0.735,0.01488385,0.01492000,0.01485000,1.75000000,0.01486000,4.13220000,0.01489000,20.00000000,0.01496000,0.01504000,0.01472000,576.21840000,8.57634798,1695814501811,1695900901811,436544,436651,108
ICPETH,-0.00002100,-1.134,0.00184262,0.00185300,0.00183100,2.00000000,0.00183300,33.49900000,0.00184300,120.05300000,0.00185200,0.00186100,0.00182000,1081.11300000,1.99208443,1695814507831,1695900907831,314712,314805,94
LUNABRL,0.00000000,0.000,0.00000000,0.00030000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570964538,1689657364538,-1,-1,0
LUNAUST,0.00000000,0.000,0.00000000,0.00004900,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570964538,1689657364538,-1,-1,0
NEARETH,-0.00000300,-0.447,0.00067089,0.00067300,0.00066800,58.70000000,0.00066700,457.18500000,0.00066900,770.69400000,0.00067100,0.00067500,0.00066600,9833.57500000,6.59720964,1695814499964,1695900899964,756915,757017,103
ROSEBNB,0.00000000,0.000,0.00000000,0.00015340,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570964538,1689657364538,-1,-1,0
VOXELETH,0.00000000,0.000,0.00000000,0.00020220,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570964538,1689657364538,-1,-1,0
ALICEBNB,0.00000000,0.000,0.00000000,0.00524000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570964538,1689657364538,-1,-1,0
ATOMTRY,0.40000000,0.206,192.63876386,194.30000000,194.70000000,1.00000000,194.80000000,112.62300000,195.00000000,54.54300000,194.30000000,196.10000000,190.00000000,17542.02900000,3379274.78220000,1695814513065,1695900913065,1800323,1801307,985
ETHUST,0.00000000,0.000,0.00000000,8239.72000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570964538,1689657364538,-1,-1,0
GALAAUD,0.00000000,0.000,0.00000000,0.03960000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570964538,1689657364538,-1,-1,0
LRCBNB,0.00000300,0.359,0.00082707,0.00083400,0.00083900,36.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00083600,0.00084300,0.00081900,10053.39000000,8.31487210,1693454405008,1693540805008,186109,186139,31
ONEETH,0.00000000,0.000,0.00000000,0.00000617,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570964538,1689657364538,-1,-1,0
OOKIBNB,0.00000000,0.000,0.00000000,0.00001491,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570964538,1689657364538,-1,-1,0
ACHBTC,-0.00000002,-3.390,0.00000057,0.00000060,0.00000057,42932.00000000,0.00000056,2297757.00000000,0.00000058,1212203.00000000,0.00000059,0.00000059,0.00000056,2585287.00000000,1.47899806,1695814512971,1695900912971,1550716,1551498,783
ACHBUSD,-0.00060000,-3.822,0.01520446,0.01574000,0.01510000,6622.00000000,0.01510000,3900.00000000,0.01512000,23154.00000000,0.01570000,0.01572000,0.01492000,3055854.00000000,46462.60096000,1695814512310,1695900912310,7042942,7043273,332
ACHUSDT,-0.00065000,-4.122,0.01520958,0.01576000,0.01512000,40341.00000000,0.01512000,2207559.00000000,0.01513000,461922.00000000,0.01577000,0.01577000,0.01493000,133407178.00000000,2029066.52780000,1695814512832,1695900912832,21287777,21301703,13927
IMXBTC,0.00000027,1.282,0.00002134,0.00002106,0.00002133,4.52000000,0.00002133,19.90000000,0.00002139,397.73000000,0.00002106,0.00002176,0.00002093,91424.40000000,1.95131454,1695814485905,1695900885905,2590982,2592132,1151
IMXBUSD,0.00430000,0.766,0.56521694,0.56090000,0.56540000,176.70000000,0.56520000,442.32000000,0.56610000,4684.82000000,0.56110000,0.57800000,0.55830000,93157.66000000,52654.28722600,1695814507372,1695900907372,4732514,4733389,876
IMXUSDT,0.00520000,0.927,0.56625183,0.56100000,0.56620000,452.66000000,0.56600000,2033.72000000,0.56620000,460.19000000,0.56100000,0.57880000,0.55760000,8336464.70000000,4720538.40607800,1695814512967,1695900912967,21475322,21502751,27430
GLMRBTC,-0.00000023,-2.500,0.00000944,0.00000920,0.00000897,717.10000000,0.00000897,1957.70000000,0.00000900,6155.10000000,0.00000920,0.00001013,0.00000871,2396761.80000000,22.61804179,1695814510978,1695900910978,2928842,2934046,5205
GLMRBUSD,-0.00650000,-2.656,0.25061882,0.24520000,0.23820000,197.10000000,0.23780000,198.90000000,0.23820000,1798.80000000,0.24470000,0.26520000,0.22830000,7011655.30000000,1757252.77060000,1695814495126,1695900895126,5604044,5616597,12554
GLMRUSDT,-0.00710000,-2.896,0.25101060,0.24540000,0.23810000,251.60000000,0.23810000,924.30000000,0.23820000,2325.20000000,0.24520000,0.26580000,0.22980000,91373166.70000000,22935633.25319000,1695814511327,1695900911327,24439698,24593310,153613
ATOMBIDR,0.00,0.000,0.00,307866.00,0.00,0.00000000,0.00,0.00000000,0.00,0.00000000,0.00,0.00,0.00,0.00000000,0.00,1689570964538,1689657364538,-1,-1,0
DYDXETH,0.00000000,0.000,0.00000000,0.00159100,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570964538,1689657364538,-1,-1,0
FARMETH,0.00000000,0.000,0.00000000,0.03152000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570964538,1689657364538,-1,-1,0
FORBNB,0.00000000,0.000,0.00000000,0.00009710,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570964538,1689657364538,-1,-1,0
ICPTRY,-0.80000000,-0.964,81.40696603,83.00000000,82.20000000,196.34900000,82.20000000,34.82900000,82.50000000,386.19800000,83.00000000,83.10000000,80.20000000,10810.16100000,880022.40930000,1695814461909,1695900861909,1076497,1076946,450
JASMYETH,0.00000000,0.000,0.00000000,0.00000302,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570964538,1689657364538,-1,-1,0
LINABNB,0.00000000,0.000,0.00000000,0.00007811,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570964538,1689657364538,-1,-1,0
OOKIETH,0.00000000,0.000,0.00000000,0.00000251,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570964538,1689657364538,-1,-1,0
ROSEETH,-0.00000026,-1.012,0.00002554,0.00002569,0.00002543,179.10000000,0.00002551,2407.10000000,0.00002559,4273.50000000,0.00002569,0.00002589,0.00002529,289054.70000000,7.38330162,1695814501890,1695900901890,438967,439117,151
UMABUSD,-0.03400000,-2.498,1.33282583,1.35500000,1.32700000,19.30000000,0.00000000,0.00000000,0.00000000,0.00000000,1.36100000,1.36800000,1.30200000,11695.20000000,15587.66470000,1693454412848,1693540812848,2002524,2002764,241
UNIETH,-0.00005400,-1.997,0.00267573,0.00269300,0.00265000,5.84000000,0.00264700,23.19800000,0.00265100,69.37300000,0.00270400,0.00272000,0.00263900,9935.14900000,26.58378313,1695814508712,1695900908712,430044,430812,769
XTZETH,0.00000000,0.000,0.00000000,0.00044000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570964538,1689657364538,-1,-1,0
LOKABTC,0.00000029,4.277,0.00000710,0.00000680,0.00000707,1028.60000000,0.00000707,24.50000000,0.00000711,526.00000000,0.00000678,0.00000732,0.00000674,324863.30000000,2.30624426,1695814503733,1695900903733,3700550,3701811,1262
LOKABNB,0.00005190,6.186,0.00087922,0.00084010,0.00089090,100.10000000,0.00087480,104.50000000,0.00088070,1426.60000000,0.00083900,0.00090990,0.00083900,103783.00000000,91.24789961,1695814497909,1695900897909,2527454,2527697,244
LOKABUSD,0.00660000,3.654,0.18582798,0.18100000,0.18720000,1461.80000000,0.18720000,63.80000000,0.18790000,110.80000000,0.18060000,0.19810000,0.17910000,456686.60000000,84865.14795000,1695814436302,1695900836302,8023404,8024471,1068
LOKAUSDT,0.00620000,3.425,0.18679496,0.18100000,0.18720000,520.00000000,0.18720000,4975.80000000,0.18770000,1655.20000000,0.18100000,0.19390000,0.17900000,5981959.50000000,1117399.86282000,1695814509873,1695900909873,24586660,24596695,10036
ATOMBRL,0.00000000,0.000,0.00000000,66.35000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570964538,1689657364538,-1,-1,0
BNBUST,0.00000000,0.000,0.00000000,1129.30000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570964538,1689657364538,-1,-1,0
CRVETH,-0.00000670,-2.054,0.00032145,0.00032720,0.00031950,14.97000000,0.00031950,192.19000000,0.00032120,384.35000000,0.00032620,0.00032870,0.00031770,87156.02000000,28.01671991,1695814507725,1695900907725,510964,511349,386
HIGHBNB,-0.00018700,-3.136,0.00583529,0.00597500,0.00577600,483.87000000,0.00576700,81.14000000,0.00577500,47.34000000,0.00596300,0.00598600,0.00571300,8969.16000000,52.33768423,1695814510420,1695900910420,331968,332061,94
NEARRUB,-0.20000000,-0.186,105.87980768,107.30000000,107.10000000,20.08000000,106.90000000,609.68100000,107.50000000,609.60700000,107.30000000,108.00000000,104.20000000,1061.33400000,112373.83980000,1695814511723,1695900911723,197641,197683,43
ROSETRY,-0.00100000,-0.087,1.13191594,1.14800000,1.14800000,871.00000000,1.14500000,13112.20000000,1.14800000,10357.70000000,1.14900000,1.15100000,1.11000000,4810011.90000000,5444529.14810000,1695814510337,1695900910337,2345152,2347517,2366
SCRTUSDT,-0.00470000,-1.865,0.24599997,0.25210000,0.24730000,20.30000000,0.24690000,50.80000000,0.24720000,322.20000000,0.25200000,0.25250000,0.24200000,1482896.80000000,364792.57457000,1695814461268,1695900861268,5797449,5804019,6571
API3BTC,0.00000017,0.392,0.00004367,0.00004342,0.00004357,173.23000000,0.00004342,212.55000000,0.00004348,188.99000000,0.00004340,0.00004441,0.00004308,46971.38000000,2.05100687,1695814505768,1695900905768,1678946,1679931,986
API3BUSD,0.00000000,0.000,0.00000000,1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570964538,1689657364538,-1,-1,0
API3USDT,-0.00400000,-0.346,1.15406526,1.15700000,1.15300000,1454.47000000,1.15200000,10172.38000000,1.15300000,3574.01000000,1.15700000,1.17200000,1.13000000,1829691.88000000,2111583.84374000,1695814510677,1695900910677,13113889,13124785,10897
BTTCUSDT,0.00000001,2.703,0.00000038,0.00000037,0.00000038,9302328484.0,0.00000038,905036151943.0,0.00000039,775121179105.0,0.00000037,0.00000039,0.00000037,1177864933135.0,447618.22855463,1695814511693,1695900911693,6412810,6414817,2008
BTTCUSDC,0.00000000,0.000,0.00000000,0.00000078,0.00000000,0.0,0.00000000,0.0,0.00000000,0.0,0.00000000,0.00000000,0.00000000,0.0,0.00000000,1689570964538,1689657364538,-1,-1,0
BTTCTRY,0.00000005,0.478,0.00001048,0.00001044,0.00001050,7792658.0,0.00001050,110503060.0,0.00001051,1291135035.0,0.00001045,0.00001056,0.00001042,214287840128.0,2246493.89036271,1695814470501,1695900870501,2351348,2352291,944
ACABTC,0.00000000,0.000,0.00000184,0.00000183,0.00000183,3350.00000000,0.00000183,18040.51000000,0.00000185,7191.74000000,0.00000183,0.00000187,0.00000181,302817.99000000,0.55807282,1695814459789,1695900859789,1685377,1685836,460
ACABUSD,-0.00150000,-3.132,0.04664677,0.04790000,0.04640000,827.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.04790000,0.04820000,0.04600000,1228281.51000000,57295.36826300,1695265202992,1695351602992,3567341,3567584,244
ACAUSDT,-0.00020000,-0.410,0.04852460,0.04870000,0.04860000,12635.89000000,0.04860000,10122.11000000,0.04870000,5196.58000000,0.04880000,0.04960000,0.04760000,11505141.88000000,558282.40651500,1695814409528,1695900809528,10678788,10684740,5953
ANCBTC,0.00000000,0.000,0.00000000,0.00000186,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570964538,1689657364538,-1,-1,0
ANCBUSD,0.00000000,0.000,0.00000000,0.02872000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570964538,1689657364538,-1,-1,0
ANCUSDT,0.00000000,0.000,0.00000000,0.03151000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570964538,1689657364538,-1,-1,0
BDOTDOT,-0.00090000,-0.092,0.97528278,0.97530000,0.97440000,29.87000000,0.97440000,0.92200000,0.97500000,61.04300000,0.97530000,0.97970000,0.97380000,12847.19300000,12529.64606720,1695813775640,1695900175640,522557,522758,202
XNOBTC,0.00000003,0.128,0.00002355,0.00002340,0.00002340,45.15000000,0.00002339,577.86000000,0.00002351,8.68000000,0.00002337,0.00002383,0.00002323,143638.50000000,3.38322432,1695813488367,1695899888367,1269537,1270384,848
XNOETH,0.00000000,0.000,0.00000000,0.00050170,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570964538,1689657364538,-1,-1,0
XNOBUSD,0.00000000,0.000,0.66131284,0.66500000,0.66300000,255.87000000,0.00000000,0.00000000,0.00000000,0.00000000,0.66300000,0.67100000,0.65600000,21590.36000000,14277.98221000,1691031630102,1691118030102,1645680,1645834,155
XNOUSDT,0.00100000,0.161,0.62192462,0.62100000,0.62100000,341.03000000,0.62000000,959.98000000,0.62100000,1841.39000000,0.62000000,0.63000000,0.61400000,271371.18000000,168772.41817000,1695814475921,1695900875921,4645190,4648320,3131
COSTRY,-0.00030000,-0.244,0.12269722,0.12300000,0.12270000,81.00000000,0.12260000,129005.00000000,0.12270000,2733.00000000,0.12300000,0.12420000,0.12120000,32756070.00000000,4019078.66540000,1695814475741,1695900875741,3613349,3614292,944
KAVAETH,-0.00000940,-2.414,0.00038430,0.00038970,0.00038000,130.00000000,0.00037920,162.01000000,0.00038020,1402.06000000,0.00038940,0.00039030,0.00037950,9628.91000000,3.70041684,1695814500470,1695900900470,235528,235596,69
MCBNB,0.00000000,0.000,0.00000000,0.00069800,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570964538,1689657364538,-1,-1,0
ONETRY,0.00020000,0.076,0.26226113,0.26370000,0.26380000,2100.00000000,0.26350000,1942.20000000,0.26380000,15409.80000000,0.26360000,0.26500000,0.25800000,2943540.20000000,771976.17340000,1695814511665,1695900911665,1230611,1231033,423
WOOBTC,-0.00000007,-1.120,0.00000623,0.00000626,0.00000618,532.80000000,0.00000619,1768.40000000,0.00000621,3182.10000000,0.00000625,0.00000628,0.00000618,52542.50000000,0.32754932,1695814456784,1695900856784,1142619,1142898,280
WOOBNB,-0.00000700,-0.901,0.00077577,0.00077500,0.00077000,72.40000000,0.00076800,2399.70000000,0.00077000,232.40000000,0.00077700,0.00078100,0.00077000,10603.30000000,8.22570590,1695814377315,1695900777315,1124933,1125056,124
WOOBUSD,0.01090000,7.096,0.15947249,0.15430000,0.16450000,9271.10000000,0.00000000,0.00000000,0.00000000,0.00000000,0.15360000,0.16670000,0.15100000,578635.90000000,92276.50510000,1694674812805,1694761212805,2730738,2731359,622
WOOUSDT,-0.00210000,-1.260,0.16503824,0.16660000,0.16460000,6011.80000000,0.16450000,11020.10000000,0.16460000,1918.30000000,0.16670000,0.16780000,0.16260000,3994144.40000000,659186.55635000,1695814511880,1695900911880,19707471,19715307,7837
CELRETH,0.00000000,0.000,0.00000000,0.00000789,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570964538,1689657364538,-1,-1,0
PEOPLEBNB,0.00000000,0.000,0.00000000,0.00004675,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570964538,1689657364538,-1,-1,0
SLPBNB,0.00000000,0.000,0.00000000,0.00000884,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570964538,1689657364538,-1,-1,0
SPELLBNB,0.00000000,0.000,0.00000000,0.00000404,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689570964538,1689657364538,-1,-1,0
SPELLTRY,-0.00028000,-2.017,0.01366773,0.01390000,0.01360000,35744.00000000,0.01362000,61474.00000000,0.01363000,7476608.00000000,0.01388000,0.01399000,0.01347000,1136629604.00000000,15535151.58311000,1695814496690,1695900896690,5387533,5393327,5795
